'23812'	'82238'	0.000000

'23812'	'50018'	1.000000

'23812'	'68578'	0.285714

'23812'	'55996'	0.285714

'23812'	'93456'	0.571429

'23812'	'33838'	0.800000

'23812'	'71389'	0.222222

'23812'	'43878'	0.400000

'23812'	'57602'	0.400000

'23812'	'58445'	0.400000

'23812'	'39939'	1.000000

'23812'	'81697'	1.000000

'23812'	'17622'	0.285714

'23812'	'81859'	0.750000

'23812'	'6040'	0.400000

'23812'	'57370'	1.000000

'23812'	'22711'	0.285714

'23812'	'52235'	0.200000

'23812'	'46042'	0.400000

'23812'	'34563'	0.400000

'23812'	'78796'	0.428571

'23812'	'9776'	0.375000

'23812'	'83741'	0.750000

'23812'	'7674'	0.166667

'23812'	'91796'	0.200000

'23812'	'63064'	0.200000

'23812'	'24307'	0.400000

'23812'	'63703'	0.400000

'23812'	'8208'	0.400000

'23812'	'62186'	1.000000

'23812'	'28919'	0.428571

'23812'	'56394'	0.285714

'23812'	'81816'	0.400000

'23812'	'34088'	0.333333

'23812'	'37224'	0.000000

'23812'	'40084'	0.750000

'23812'	'82886'	0.333333

'23812'	'23319'	1.000000

'23812'	'42296'	1.000000

'23812'	'93168'	0.600000

'23812'	'42269'	0.333333

'23812'	'17526'	0.400000

'23812'	'38472'	1.000000

'23812'	'83227'	0.285714

'23812'	'29209'	0.400000

'23812'	'83394'	0.375000

'23812'	'10701'	0.750000

'23812'	'94372'	0.400000

'23812'	'93192'	0.166667

'23812'	'98170'	0.333333

'23812'	'85492'	0.571429

'23812'	'73462'	0.200000

'23812'	'38846'	0.285714

'23812'	'91426'	0.500000

'23812'	'27031'	0.125000

'23812'	'28672'	0.200000

'23812'	'46975'	0.285714

'23812'	'25551'	0.800000

'23812'	'91194'	0.750000

'23812'	'18773'	0.333333

'23812'	'37237'	0.428571

'23812'	'25196'	0.600000

'23812'	'61242'	0.600000

'23812'	'56029'	0.200000

'23812'	'42074'	0.250000

'23812'	'70005'	0.800000

'23812'	'35014'	0.500000

'23812'	'19267'	0.285714

'23812'	'1806'	0.200000

'23812'	'57644'	1.000000

'23812'	'26095'	0.200000

'23812'	'64258'	0.200000

'23812'	'84035'	0.400000

'23812'	'45127'	0.200000

'23812'	'34047'	0.200000

'23812'	'14181'	0.375000

'23812'	'57481'	0.600000

'23812'	'29773'	0.200000

'23812'	'54203'	0.750000

'23812'	'36257'	1.000000

'23812'	'4629'	0.375000

'23812'	'26246'	0.428571

'23812'	'37438'	0.285714

'23812'	'98797'	0.166667

'23812'	'81563'	0.166667

'23812'	'65815'	0.200000

'23812'	'38181'	1.000000

'23812'	'63634'	0.600000

'23812'	'23760'	0.600000

'23812'	'49624'	1.000000

'23812'	'39117'	0.500000

'23812'	'24634'	0.200000

'23812'	'94652'	0.400000

'23812'	'7780'	0.375000

'23812'	'73624'	0.400000

'23812'	'3733'	0.800000

'23812'	'73183'	0.400000

'23812'	'42202'	0.166667

'23812'	'32054'	0.166667

'23812'	'50362'	0.200000

'23812'	'276'	0.200000

'23812'	'70919'	0.166667

'23812'	'94719'	0.285714

'23812'	'10814'	0.000000

'23812'	'25878'	0.750000

'23812'	'39299'	0.333333

'23812'	'27312'	0.166667

'23812'	'88042'	0.333333

'23812'	'38031'	0.222222

'23812'	'52954'	0.200000

'23812'	'20326'	0.200000

'23812'	'8304'	0.750000

'23812'	'72058'	1.000000

'23812'	'34958'	0.500000

'23812'	'41719'	1.000000

'23812'	'97612'	0.200000

'23812'	'47023'	0.400000

'41729'	'46495'	0.500000

'41729'	'23812'	0.800000

'41729'	'41729'	1.000000

'41729'	'91911'	0.500000

'41729'	'82212'	0.666667

'41729'	'15813'	0.600000

'41729'	'85232'	0.666667

'41729'	'20856'	0.200000

'41729'	'3458'	1.000000

'41729'	'13052'	0.166667

'41729'	'82993'	0.333333

'41729'	'32088'	0.500000

'41729'	'64392'	0.333333

'41729'	'29047'	0.500000

'41729'	'42633'	0.333333

'41729'	'53272'	0.600000

'41729'	'97218'	0.500000

'41729'	'69893'	0.428571

'41729'	'96099'	0.000000

'41729'	'82238'	0.000000

'41729'	'50018'	0.800000

'41729'	'68578'	0.428571

'41729'	'55996'	0.428571

'41729'	'93456'	0.500000

'41729'	'33838'	0.666667

'41729'	'71389'	0.200000

'41729'	'43878'	0.600000

'41729'	'57602'	0.333333

'41729'	'58445'	0.333333

'41729'	'39939'	0.800000

'41729'	'81697'	0.800000

'41729'	'17622'	0.428571

'41729'	'81859'	0.600000

'41729'	'6040'	0.333333

'41729'	'57370'	0.800000

'41729'	'22711'	0.250000

'41729'	'52235'	0.166667

'41729'	'46042'	0.333333

'41729'	'34563'	0.333333

'41729'	'78796'	0.571429

'41729'	'9776'	0.500000

'41729'	'83741'	0.600000

'41729'	'7674'	0.142857

'41729'	'91796'	0.166667

'41729'	'63064'	0.166667

'41729'	'24307'	0.333333

'41729'	'63703'	0.333333

'41729'	'8208'	0.333333

'41729'	'62186'	0.800000

'41729'	'28919'	0.571429

'41729'	'56394'	0.428571

'41729'	'81816'	0.333333

'41729'	'34088'	0.285714

'41729'	'37224'	0.000000

'41729'	'40084'	0.600000

'41729'	'82886'	0.500000

'41729'	'23319'	0.800000

'41729'	'42296'	0.800000

'41729'	'93168'	0.500000

'41729'	'42269'	0.500000

'41729'	'17526'	0.333333

'41729'	'38472'	0.800000

'41729'	'83227'	0.428571

'41729'	'29209'	0.333333

'41729'	'83394'	0.500000

'41729'	'10701'	0.600000

'41729'	'94372'	0.333333

'41729'	'93192'	0.142857

'41729'	'98170'	0.500000

'41729'	'85492'	0.500000

'41729'	'73462'	0.166667

'41729'	'38846'	0.250000

'41729'	'91426'	0.428571

'41729'	'27031'	0.111111

'41729'	'28672'	0.166667

'41729'	'46975'	0.428571

'41729'	'25551'	1.000000

'41729'	'91194'	0.600000

'41729'	'18773'	0.285714

'41729'	'37237'	0.375000

'41729'	'25196'	0.500000

'41729'	'61242'	0.500000

'41729'	'56029'	0.166667

'41729'	'42074'	0.375000

'41729'	'70005'	0.666667

'41729'	'35014'	0.428571

'41729'	'19267'	0.428571

'41729'	'1806'	0.166667

'41729'	'57644'	0.800000

'41729'	'26095'	0.166667

'41729'	'64258'	0.166667

'41729'	'84035'	0.333333

'41729'	'45127'	0.166667

'41729'	'34047'	0.166667

'41729'	'14181'	0.500000

'41729'	'57481'	0.500000

'41729'	'29773'	0.166667

'41729'	'54203'	0.600000

'41729'	'36257'	0.800000

'41729'	'4629'	0.500000

'41729'	'26246'	0.375000

'41729'	'37438'	0.428571

'41729'	'98797'	0.142857

'41729'	'81563'	0.142857

'41729'	'65815'	0.166667

'41729'	'38181'	0.800000

'41729'	'63634'	0.500000

'41729'	'23760'	0.500000

'41729'	'49624'	0.800000

'41729'	'39117'	0.428571

'41729'	'24634'	0.166667

'41729'	'94652'	0.600000

'41729'	'7780'	0.500000

'41729'	'73624'	0.333333

'41729'	'3733'	1.000000

'41729'	'73183'	0.600000

'41729'	'42202'	0.142857

'41729'	'32054'	0.142857

'41729'	'50362'	0.166667

'41729'	'276'	0.166667

'41729'	'70919'	0.142857

'41729'	'94719'	0.428571

'41729'	'10814'	0.000000

'41729'	'25878'	0.600000

'41729'	'39299'	0.285714

'41729'	'27312'	0.142857

'41729'	'88042'	0.285714

'41729'	'38031'	0.200000

'41729'	'52954'	0.166667

'41729'	'20326'	0.166667

'41729'	'8304'	0.600000

'41729'	'72058'	0.800000

'41729'	'34958'	0.428571

'41729'	'41719'	0.800000

'41729'	'97612'	0.166667

'41729'	'47023'	0.600000

'91911'	'46495'	0.571429

'91911'	'23812'	0.375000

'91911'	'41729'	0.500000

'91911'	'91911'	1.000000

'91911'	'82212'	0.500000

'91911'	'15813'	0.250000

'91911'	'85232'	0.500000

'91911'	'20856'	0.400000

'91911'	'3458'	0.500000

'91911'	'13052'	0.125000

'91911'	'82993'	0.250000

'91911'	'32088'	1.000000

'91911'	'64392'	0.250000

'91911'	'29047'	0.222222

'91911'	'42633'	0.250000

'91911'	'53272'	0.428571

'91911'	'97218'	0.375000

'91911'	'69893'	0.333333

'91911'	'96099'	0.111111

'91911'	'82238'	0.111111

'91911'	'50018'	0.375000

'91911'	'68578'	0.333333

'91911'	'55996'	0.333333

'91911'	'93456'	0.750000

'91911'	'33838'	0.500000

'91911'	'71389'	0.272727

'91911'	'43878'	0.428571

'91911'	'57602'	0.250000

'91911'	'58445'	0.111111

'91911'	'39939'	0.375000

'91911'	'81697'	0.375000

'91911'	'17622'	0.200000

'91911'	'81859'	0.428571

'91911'	'6040'	0.250000

'91911'	'57370'	0.375000

'91911'	'22711'	0.200000

'91911'	'52235'	0.125000

'91911'	'46042'	0.111111

'91911'	'34563'	0.111111

'91911'	'78796'	0.625000

'91911'	'9776'	1.000000

'91911'	'83741'	0.250000

'91911'	'7674'	0.111111

'91911'	'91796'	0.125000

'91911'	'63064'	0.125000

'91911'	'24307'	0.250000

'91911'	'63703'	0.111111

'91911'	'8208'	0.111111

'91911'	'62186'	0.375000

'91911'	'28919'	0.625000

'91911'	'56394'	0.200000

'91911'	'81816'	0.250000

'91911'	'34088'	0.222222

'91911'	'37224'	0.000000

'91911'	'40084'	0.250000

'91911'	'82886'	0.375000

'91911'	'23319'	0.375000

'91911'	'42296'	0.375000

'91911'	'93168'	0.222222

'91911'	'42269'	0.375000

'91911'	'17526'	0.250000

'91911'	'38472'	0.375000

'91911'	'83227'	0.200000

'91911'	'29209'	0.111111

'91911'	'83394'	0.555556

'91911'	'10701'	0.428571

'91911'	'94372'	0.111111

'91911'	'93192'	0.000000

'91911'	'98170'	0.571429

'91911'	'85492'	0.750000

'91911'	'73462'	0.125000

'91911'	'38846'	0.200000

'91911'	'91426'	0.333333

'91911'	'27031'	0.090909

'91911'	'28672'	0.125000

'91911'	'46975'	0.200000

'91911'	'25551'	0.500000

'91911'	'91194'	0.250000

'91911'	'18773'	0.222222

'91911'	'37237'	0.625000

'91911'	'25196'	0.222222

'91911'	'61242'	0.222222

'91911'	'56029'	0.125000

'91911'	'42074'	0.444444

'91911'	'70005'	0.500000

'91911'	'35014'	0.333333

'91911'	'19267'	0.200000

'91911'	'1806'	0.125000

'91911'	'57644'	0.375000

'91911'	'26095'	0.125000

'91911'	'64258'	0.125000

'91911'	'84035'	0.111111

'91911'	'45127'	0.125000

'91911'	'34047'	0.125000

'91911'	'14181'	1.000000

'91911'	'57481'	0.222222

'91911'	'29773'	0.125000

'91911'	'54203'	0.250000

'91911'	'36257'	0.375000

'91911'	'4629'	1.000000

'91911'	'26246'	0.625000

'91911'	'37438'	0.333333

'91911'	'98797'	0.000000

'91911'	'81563'	0.000000

'91911'	'65815'	0.125000

'91911'	'38181'	0.375000

'91911'	'63634'	0.222222

'91911'	'23760'	0.222222

'91911'	'49624'	0.375000

'91911'	'39117'	0.333333

'91911'	'24634'	0.125000

'91911'	'94652'	0.428571

'91911'	'7780'	1.000000

'91911'	'73624'	0.111111

'91911'	'3733'	0.500000

'91911'	'73183'	0.428571

'91911'	'42202'	0.111111

'91911'	'32054'	0.000000

'91911'	'50362'	0.125000

'91911'	'276'	0.125000

'91911'	'70919'	0.000000

'91911'	'94719'	0.200000

'91911'	'10814'	0.000000

'91911'	'25878'	0.250000

'91911'	'39299'	0.100000

'91911'	'27312'	0.000000

'91911'	'88042'	0.100000

'91911'	'38031'	0.272727

'91911'	'52954'	0.125000

'91911'	'20326'	0.125000

'91911'	'8304'	0.250000

'91911'	'72058'	0.375000

'91911'	'34958'	0.333333

'91911'	'41719'	0.375000

'91911'	'97612'	0.125000

'91911'	'47023'	0.428571

'82212'	'46495'	0.500000

'82212'	'23812'	0.800000

'82212'	'41729'	0.666667

'82212'	'91911'	0.500000

'82212'	'82212'	1.000000

'82212'	'15813'	0.600000

'82212'	'85232'	1.000000

'82212'	'20856'	0.333333

'82212'	'3458'	0.666667

'82212'	'13052'	0.166667

'82212'	'82993'	0.333333

'82212'	'32088'	0.500000

'82212'	'64392'	0.333333

'82212'	'29047'	0.500000

'82212'	'42633'	0.333333

'82212'	'53272'	0.333333

'82212'	'97218'	0.285714

'82212'	'69893'	0.666667

'82212'	'96099'	0.000000

'82212'	'82238'	0.000000

'82212'	'50018'	0.800000

'82212'	'68578'	0.250000

'82212'	'55996'	0.250000

'82212'	'93456'	0.714286

'82212'	'33838'	1.000000

'82212'	'71389'	0.200000

'82212'	'43878'	0.333333

'82212'	'57602'	0.333333

'82212'	'58445'	0.333333

'82212'	'39939'	0.800000

'82212'	'81697'	0.800000

'82212'	'17622'	0.250000

'82212'	'81859'	0.600000

'82212'	'6040'	0.333333

'82212'	'57370'	0.800000

'82212'	'22711'	0.250000

'82212'	'52235'	0.166667

'82212'	'46042'	0.333333

'82212'	'34563'	0.333333

'82212'	'78796'	0.375000

'82212'	'9776'	0.500000

'82212'	'83741'	0.600000

'82212'	'7674'	0.142857

'82212'	'91796'	0.166667

'82212'	'63064'	0.166667

'82212'	'24307'	0.333333

'82212'	'63703'	0.333333

'82212'	'8208'	0.333333

'82212'	'62186'	0.800000

'82212'	'28919'	0.375000

'82212'	'56394'	0.250000

'82212'	'81816'	0.333333

'82212'	'34088'	0.285714

'82212'	'37224'	0.000000

'82212'	'40084'	0.600000

'82212'	'82886'	0.285714

'82212'	'23319'	0.800000

'82212'	'42296'	0.800000

'82212'	'93168'	0.500000

'82212'	'42269'	0.285714

'82212'	'17526'	0.333333

'82212'	'38472'	0.800000

'82212'	'83227'	0.250000

'82212'	'29209'	0.333333

'82212'	'83394'	0.333333

'82212'	'10701'	0.600000

'82212'	'94372'	0.333333

'82212'	'93192'	0.142857

'82212'	'98170'	0.285714

'82212'	'85492'	0.714286

'82212'	'73462'	0.166667

'82212'	'38846'	0.250000

'82212'	'91426'	0.666667

'82212'	'27031'	0.111111

'82212'	'28672'	0.166667

'82212'	'46975'	0.250000

'82212'	'25551'	0.666667

'82212'	'91194'	0.600000

'82212'	'18773'	0.285714

'82212'	'37237'	0.571429

'82212'	'25196'	0.500000

'82212'	'61242'	0.500000

'82212'	'56029'	0.166667

'82212'	'42074'	0.222222

'82212'	'70005'	1.000000

'82212'	'35014'	0.666667

'82212'	'19267'	0.250000

'82212'	'1806'	0.166667

'82212'	'57644'	0.800000

'82212'	'26095'	0.166667

'82212'	'64258'	0.166667

'82212'	'84035'	0.333333

'82212'	'45127'	0.166667

'82212'	'34047'	0.166667

'82212'	'14181'	0.500000

'82212'	'57481'	0.500000

'82212'	'29773'	0.166667

'82212'	'54203'	0.600000

'82212'	'36257'	0.800000

'82212'	'4629'	0.500000

'82212'	'26246'	0.571429

'82212'	'37438'	0.250000

'82212'	'98797'	0.142857

'82212'	'81563'	0.142857

'82212'	'65815'	0.166667

'82212'	'38181'	0.800000

'82212'	'63634'	0.500000

'82212'	'23760'	0.500000

'82212'	'49624'	0.800000

'82212'	'39117'	0.666667

'82212'	'24634'	0.166667

'82212'	'94652'	0.333333

'82212'	'7780'	0.500000

'82212'	'73624'	0.333333

'82212'	'3733'	0.666667

'82212'	'73183'	0.333333

'82212'	'42202'	0.142857

'82212'	'32054'	0.142857

'82212'	'50362'	0.166667

'82212'	'276'	0.166667

'82212'	'70919'	0.142857

'82212'	'94719'	0.250000

'82212'	'10814'	0.000000

'82212'	'25878'	0.600000

'82212'	'39299'	0.285714

'82212'	'27312'	0.142857

'82212'	'88042'	0.285714

'82212'	'38031'	0.200000

'82212'	'52954'	0.166667

'82212'	'20326'	0.166667

'82212'	'8304'	0.600000

'82212'	'72058'	0.800000

'82212'	'34958'	0.666667

'82212'	'41719'	0.800000

'82212'	'97612'	0.166667

'82212'	'47023'	0.333333

'15813'	'46495'	0.400000

'15813'	'23812'	0.750000

'15813'	'41729'	0.600000

'15813'	'91911'	0.250000

'15813'	'82212'	0.600000

'15813'	'15813'	1.000000

'15813'	'85232'	0.600000

'15813'	'20856'	0.250000

'15813'	'3458'	0.600000

'15813'	'13052'	0.250000

'15813'	'82993'	0.500000

'15813'	'32088'	0.250000

'15813'	'64392'	0.500000

'15813'	'29047'	0.750000

'15813'	'42633'	0.500000

'15813'	'53272'	0.500000

'15813'	'97218'	0.400000

'15813'	'69893'	0.600000

'15813'	'96099'	0.000000

'15813'	'82238'	0.000000

'15813'	'50018'	0.750000

'15813'	'68578'	0.333333

'15813'	'55996'	0.333333

'15813'	'93456'	0.428571

'15813'	'33838'	0.600000

'15813'	'71389'	0.250000

'15813'	'43878'	0.500000

'15813'	'57602'	0.500000

'15813'	'58445'	0.500000

'15813'	'39939'	0.750000

'15813'	'81697'	0.750000

'15813'	'17622'	0.333333

'15813'	'81859'	0.500000

'15813'	'6040'	0.500000

'15813'	'57370'	0.750000

'15813'	'22711'	0.333333

'15813'	'52235'	0.250000

'15813'	'46042'	0.500000

'15813'	'34563'	0.500000

'15813'	'78796'	0.285714

'15813'	'9776'	0.250000

'15813'	'83741'	1.000000

'15813'	'7674'	0.200000

'15813'	'91796'	0.250000

'15813'	'63064'	0.250000

'15813'	'24307'	0.500000

'15813'	'63703'	0.500000

'15813'	'8208'	0.500000

'15813'	'62186'	0.750000

'15813'	'28919'	0.285714

'15813'	'56394'	0.333333

'15813'	'81816'	0.500000

'15813'	'34088'	0.400000

'15813'	'37224'	0.000000

'15813'	'40084'	1.000000

'15813'	'82886'	0.400000

'15813'	'23319'	0.750000

'15813'	'42296'	0.750000

'15813'	'93168'	0.750000

'15813'	'42269'	0.400000

'15813'	'17526'	0.500000

'15813'	'38472'	0.750000

'15813'	'83227'	0.333333

'15813'	'29209'	0.500000

'15813'	'83394'	0.250000

'15813'	'10701'	0.500000

'15813'	'94372'	0.500000

'15813'	'93192'	0.200000

'15813'	'98170'	0.400000

'15813'	'85492'	0.428571

'15813'	'73462'	0.250000

'15813'	'38846'	0.333333

'15813'	'91426'	0.600000

'15813'	'27031'	0.142857

'15813'	'28672'	0.250000

'15813'	'46975'	0.333333

'15813'	'25551'	0.600000

'15813'	'91194'	1.000000

'15813'	'18773'	0.400000

'15813'	'37237'	0.285714

'15813'	'25196'	0.750000

'15813'	'61242'	0.750000

'15813'	'56029'	0.250000

'15813'	'42074'	0.285714

'15813'	'70005'	0.600000

'15813'	'35014'	0.600000

'15813'	'19267'	0.333333

'15813'	'1806'	0.250000

'15813'	'57644'	0.750000

'15813'	'26095'	0.250000

'15813'	'64258'	0.250000

'15813'	'84035'	0.500000

'15813'	'45127'	0.250000

'15813'	'34047'	0.250000

'15813'	'14181'	0.250000

'15813'	'57481'	0.750000

'15813'	'29773'	0.250000

'15813'	'54203'	1.000000

'15813'	'36257'	0.750000

'15813'	'4629'	0.250000

'15813'	'26246'	0.285714

'15813'	'37438'	0.333333

'15813'	'98797'	0.200000

'15813'	'81563'	0.200000

'15813'	'65815'	0.250000

'15813'	'38181'	0.750000

'15813'	'63634'	0.750000

'15813'	'23760'	0.750000

'15813'	'49624'	0.750000

'15813'	'39117'	0.600000

'15813'	'24634'	0.250000

'15813'	'94652'	0.500000

'15813'	'7780'	0.250000

'15813'	'73624'	0.500000

'15813'	'3733'	0.600000

'15813'	'73183'	0.500000

'15813'	'42202'	0.200000

'15813'	'32054'	0.200000

'15813'	'50362'	0.250000

'15813'	'276'	0.250000

'15813'	'70919'	0.200000

'15813'	'94719'	0.333333

'15813'	'10814'	0.000000

'15813'	'25878'	1.000000

'15813'	'39299'	0.400000

'15813'	'27312'	0.200000

'15813'	'88042'	0.400000

'15813'	'38031'	0.250000

'15813'	'52954'	0.250000

'15813'	'20326'	0.250000

'15813'	'8304'	1.000000

'15813'	'72058'	0.750000

'15813'	'34958'	0.600000

'15813'	'41719'	0.750000

'15813'	'97612'	0.250000

'15813'	'47023'	0.500000

'85232'	'46495'	0.500000

'85232'	'23812'	0.800000

'85232'	'41729'	0.666667

'85232'	'91911'	0.500000

'85232'	'82212'	1.000000

'85232'	'15813'	0.600000

'85232'	'85232'	1.000000

'85232'	'20856'	0.333333

'85232'	'3458'	0.666667

'85232'	'13052'	0.166667

'85232'	'82993'	0.333333

'85232'	'32088'	0.500000

'85232'	'64392'	0.333333

'85232'	'29047'	0.500000

'85232'	'42633'	0.333333

'85232'	'53272'	0.333333

'85232'	'97218'	0.285714

'85232'	'69893'	0.666667

'85232'	'96099'	0.000000

'85232'	'82238'	0.000000

'85232'	'50018'	0.800000

'85232'	'68578'	0.250000

'85232'	'55996'	0.250000

'85232'	'93456'	0.714286

'85232'	'33838'	1.000000

'85232'	'71389'	0.200000

'85232'	'43878'	0.333333

'85232'	'57602'	0.333333

'85232'	'58445'	0.333333

'85232'	'39939'	0.800000

'85232'	'81697'	0.800000

'85232'	'17622'	0.250000

'85232'	'81859'	0.600000

'85232'	'6040'	0.333333

'85232'	'57370'	0.800000

'85232'	'22711'	0.250000

'85232'	'52235'	0.166667

'85232'	'46042'	0.333333

'85232'	'34563'	0.333333

'85232'	'78796'	0.375000

'85232'	'9776'	0.500000

'85232'	'83741'	0.600000

'85232'	'7674'	0.142857

'85232'	'91796'	0.166667

'85232'	'63064'	0.166667

'85232'	'24307'	0.333333

'85232'	'63703'	0.333333

'85232'	'8208'	0.333333

'85232'	'62186'	0.800000

'85232'	'28919'	0.375000

'85232'	'56394'	0.250000

'85232'	'81816'	0.333333

'85232'	'34088'	0.285714

'85232'	'37224'	0.000000

'85232'	'40084'	0.600000

'85232'	'82886'	0.285714

'85232'	'23319'	0.800000

'85232'	'42296'	0.800000

'85232'	'93168'	0.500000

